cityId,cityName,neighborhoodId,neighborhoodName,area
6800,קריית אתא,65210914,מרכז העיר,מרכז העיר
6800,קריית אתא,65210913,קרית בנימין,מרכז העיר
6800,קריית אתא,65210882,נווה חן,צפון מזרח
6800,קריית אתא,65210884,קרית פרוסטיג,צפון מזרח
6800,קריית אתא,65210885,נווה אברהם,צפון מזרח
6800,קריית אתא,65210886,אברמסקי,צפון מזרח
6800,קריית אתא,65210915,גבעת רם,דרום מערב
6800,קריית אתא,65210916,גבעת טל,דרום מערב
6800,קריית אתא,65210917,גבעת אלונים,דרום מערב
6800,קריית אתא,65210887,גבעה א,דרום מערב
6800,קריית אתא,65210888,גבעת הרקפות,דרום מערב
6800,קריית אתא,65209731,אזור תעשיה עיר גנים,אזור תעשיה
