cityId,cityName,neighborhoodId,neighborhoodName,area
5000,תל אביב-יפו,65209987,תל ברוך צפון,הצפון התל אביבי
5000,תל אביב-יפו,65209989,הצפון החדש החלק הצפוני,הצפון התל אביבי
5000,תל אביב-יפו,65209990,הצפון הישן-החלק הצפוני,הצפון התל אביבי
5000,תל אביב-יפו,65209991,הצפון החדש סביבת כיכר המדינה,הצפון התל אביבי
5000,תל אביב-יפו,65209992,הצפון הישן החלק הדרומי,הצפון התל אביבי
5000,תל אביב-יפו,65209993,הצפון החדש החלק הדרומי,הצפון התל אביבי
5000,תל אביב-יפו,65210017,כוכב הצפון,הצפון התל אביבי
5000,תל אביב-יפו,65210015,רמת אביב ג,הצפון התל אביבי
5000,תל אביב-יפו,65210018,נווה אביבים וסביבתה,הצפון התל אביבי
5000,תל אביב-יפו,65210019,רמת אביב,הצפון התל אביבי
5000,תל אביב-יפו,65210125,רמת אביב החדשה,הצפון התל אביבי
5000,תל אביב-יפו,65210126,אזורי חן,הצפון התל אביבי
5000,תל אביב-יפו,65209994,לב העיר,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210014,צוקי אביב,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210021,נופי ים,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210022,תכנית ל,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210023,בבלי,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210025,המשתלה,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210026,גני צהלה,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210028,נאות אפקה ב,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210030,נאות אפקה א,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210029,רביבים,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210036,רמת החייל,מרכז וצפון מזרח תל אביב
5000,תל אביב-יפו,65210140,תל כביר/נווה עופר/יפו ב,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210724,אזור שדה דב,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210726,צמרות איילון,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210743,שפירא,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210039,הדר יוסף,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210040,מעוז אביב,דרום מזרח תל אביב – אזורי תעשייה ויפו החדשה
5000,תל אביב-יפו,65210037,יפו ד (גבעת התמרים,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210038,נווה דן,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210052,יפו העתיקה,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210041,נווה צדק,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210043,צפון יפו,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210044,דקר,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210046,כרם התימנים,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210047,מונטיפיורי,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210048,גני שרונה,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210049,נווה שאנן,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210050,פלורנטין,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210051,קרית שלום,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210057,יד אליהו,דרום תל אביב ויפו העתיקה
5000,תל אביב-יפו,65210053,גלילות,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210054,נחלת יצחק,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210055,ביצרון,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210056,תל חיים,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210058,רמת הטייסים,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210059,אורות,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210060,התקווה,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210061,נוה חן,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210062,כפר שלם מזרח נווה אליעזר,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210063,כפר שלם מערב נווה ברבור,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210064,כפיר,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210065,ניר אביב,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210066,הארגזים,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210067,ליבנה ידידיה,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210068,יפו ג ונווה גולן,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210069,עג'מי וגבעת עליה,דרום מערב ודרום תל אביב פנימי
5000,תל אביב-יפו,65210070,צהלון ושיכוני חיסכון,דרום מערב ודרום תל אביב פנימי
