cityId,cityName,neighborhoodId,neighborhoodName
8300,ראשון לציון,65209882,צמרות
8300,ראשון לציון,65209883,קדמת ראשון
8300,ראשון לציון,65209884,קריית גנים
8300,ראשון לציון,65209885,קרית כרמים
8300,ראשון לציון,65209886,קריית חתני פרס נובל
8300,ראשון לציון,65209888,קריית ראשון
8300,ראשון לציון,65209890,ראשונים
8300,ראשון לציון,65209891,רביבים
8300,ראשון לציון,65209892,רמב"ם
8300,ראשון לציון,65209897,אברמוביץ
8300,ראשון לציון,65209899,השומר
8300,ראשון לציון,65209900,כצנלסון
8300,ראשון לציון,65209901,מב''ת מערב
8300,ראשון לציון,65209902,מב''ת צפון
8300,ראשון לציון,65209903,מישור הנוף
8300,ראשון לציון,65209904,נאות אשלים
8300,ראשון לציון,65209905,נאות שיקמה
8300,ראשון לציון,65209906,נווה דקלים
8300,ראשון לציון,65209907,נווה הדרים
8300,ראשון לציון,65209909,נווה חוף
8300,ראשון לציון,65209910,נווה ים
8300,ראשון לציון,65209911,נחלת יהודה
8300,ראשון לציון,65209912,נעורים
8300,ראשון לציון,65209934,רמז
8300,ראשון לציון,65209935,רמת אליהו
8300,ראשון לציון,65209936,שיכוני המזרח
8300,ראשון לציון,65209938,שער הים
8300,ראשון לציון,65209939,קריית הלאום
8300,ראשון לציון,65209940,מרום ראשון
8300,ראשון לציון,65209941,כלניות
