cityId,cityName,neighborhoodId,neighborhoodName,area
1034,קריית מלאכי,65211082,אזור תעשיה,אזור תעשייה
1034,קריית מלאכי,65211081,אורות,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211083,אחוזת רוטנר,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211084,גני שמואל,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211085,המחנה,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211086,המייסדים,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211087,הרצל,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211088,וייצמן,שכונות מרכזיות ומגורים
1034,קריית מלאכי,65211089,חב"ד,שכונות עם אופי קהילתי או דתי
1034,קריית מלאכי,65211090,נחלת הר חב"ד,שכונות עם אופי קהילתי או דתי
1034,קריית מלאכי,65211091,קיבוץ גלויות,שכונות עם אופי קהילתי או דתי
