cityId,cityName,neighborhoodId,neighborhoodName
8700,רעננה,65209681,קזן
8700,רעננה,65209704,אשר
8700,רעננה,65209707,פארק מסחר ותעשיה רעננה צפון
8700,רעננה,65209713,קרית שז"ר
8700,רעננה,65209956,לסטר/רבוצקי
8700,רעננה,65209957,קריית אליהו גולומב
8700,רעננה,65209958,קריית דוד רמז
8700,רעננה,65209959,קריית בן צבי(רסקו
8700,רעננה,65209960,2003
8700,רעננה,65209961,קריית גנים
8700,רעננה,65209962,מרכז
8700,רעננה,65209963,קרית הפרחים - 2005
8700,רעננה,65209964,קריית שרת
8700,רעננה,65209965,נווה זמר
8700,רעננה,65209967,לב הפארק
8700,רעננה,65209969,פרדס משותף
8700,רעננה,65210209,רום 2000
8700,רעננה,65210210,2008
8700,רעננה,65210723,קריית ויצמן
8700,רעננה,65210742,2004
