cityId,cityName,neighborhoodId,neighborhoodName,area
2200,דימונה,65210604,נווה חורש,שכונות מרכזיות ומגורים ותיקים
2200,דימונה,65210605,נאות הללי,שכונות מרכזיות ומגורים ותיקים
2200,דימונה,65210606,חכמי ישראל,שכונות מרכזיות ומגורים ותיקים
2200,דימונה,65210607,נאות קטיף,שכונות מרכזיות ומגורים ותיקים
2200,דימונה,65210789,בסט,שכונות חדשות ופיתוחים
2200,דימונה,65210790,גיורא יוספטל,שכונות חדשות ופיתוחים
2200,דימונה,65210791,פרחי ארצנו,שכונות חדשות ופיתוחים
2200,דימונה,65210792,ערבה,שכונות חדשות ופיתוחים
2200,דימונה,65210793,שיכון שלוש קומות,שכונות מרכזיות ומגורים ותיקים
2200,דימונה,65210794,שבעת המינים,שכונות חדשות ופיתוחים
2200,דימונה,65210796,הנצחון,שכונות חדשות ופיתוחים
2200,דימונה,65210797,גן אשכול,שכונות חדשות ופיתוחים
2200,דימונה,65210798,מלכי ישראל,שכונות חדשות ופיתוחים
2200,דימונה,65210799,נווה דוד,שכונות חדשות ופיתוחים
2200,דימונה,65210832,נווה אביב,שכונות חדשות ופיתוחים
2200,דימונה,65210833,נווה גן,שכונות חדשות ופיתוחים
2200,דימונה,65210834,ממשית,שכונות חדשות ופיתוחים
2200,דימונה,65210835,הר נוף,שכונות חדשות ופיתוחים
