cityId,cityName,neighborhoodId,neighborhoodName,area
1020,אור עקיבא,65209686,קנדי,מרכזי ומגורים ותיקים
1020,אור עקיבא,65209687,אור עקיבא הותיקה,מרכזי ומגורים ותיקים
1020,אור עקיבא,65209710,אורות,מרכזי ומגורים ותיקים
1020,אור עקיבא,65210099,בן גוריון,מרכזי ומגורים ותיקים
1020,אור עקיבא,65210100,נווה אלון,מרכזי ומגורים ותיקים
1020,אור עקיבא,65210102,נווה אור,מרכזי ומגורים ותיקים
1020,אור עקיבא,65210103,גני אור,מרכזי ומגורים ותיקים
1020,אור עקיבא,65210101,אזור תעשיה הדרומי,אזור תעשייה
1020,אור עקיבא,65210075,היובל,שכונות חדשות ופיתוחים
1020,אור עקיבא,65210076,שז"ר,שכונות חדשות ופיתוחים
1020,אור עקיבא,65210104,נוף ים - מע"ר,שכונות חדשות ופיתוחים
