cityId,cityName,neighborhoodId,neighborhoodName
1139,כרמיאל,65210225,רמת רבין מערב
1139,כרמיאל,65210226,ארבל-יחיעם
1139,כרמיאל,65210227,כתף
1139,כרמיאל,65210228,מגדים
1139,כרמיאל,65210229,רמייה
1139,כרמיאל,65210234,גבעת רם
1139,כרמיאל,65210280,גבעת מכוש
1139,כרמיאל,65210281,פרסה
1139,כרמיאל,65210282,רמת רבין
1139,כרמיאל,65210283,האירוסים
1139,כרמיאל,65210284,הגליל
1139,כרמיאל,65210285,מערבית
1139,כרמיאל,65210286,שגיא
1139,כרמיאל,65210287,טנא
1139,כרמיאל,65210288,המייסדים
1139,כרמיאל,65210289,אשכול
1139,כרמיאל,65210290,הדר
1139,כרמיאל,65210292,אזור תעשיה
1139,כרמיאל,65210751,הר כרמי
