cityId,cityName,neighborhoodId,neighborhoodName
4000,חיפה,65210589,קריית שפרינצק
4000,חיפה,65210591,בבנייה
4000,חיפה,65210592,רמת הנשיא/רמת חביב
4000,חיפה,65210819,תל עמל
4000,חיפה,65210820,שער העלייה
4000,חיפה,65210852,זיו
4000,חיפה,65210853,רמת שאול
4000,חיפה,65210854,רמת ספיר
4000,חיפה,65210855,רמת חן
4000,חיפה,65210856,רמת ויזניץ
4000,חיפה,65210857,רמת התשבי
4000,חיפה,65210858,רמת הדר
4000,חיפה,65210889,רמת גולדה
4000,חיפה,65210890,רמת בן גוריון
4000,חיפה,65210891,רמת בגין
4000,חיפה,65210892,רמת אשכול
4000,חיפה,65210894,רמת אלמוגי
4000,חיפה,65210922,רמת אלון
4000,חיפה,65210923,רמות רמז
4000,חיפה,65210924,רוממה
4000,חיפה,65210926,קריית אליעזר
4000,חיפה,65210927,קריית אליהו
4000,חיפה,65210928,קרית חיים מערבית
4000,חיפה,65210960,קרית חיים מזרחית
4000,חיפה,65210961,עין הים
4000,חיפה,65210962,סביוני הכרמל
4000,חיפה,65210964,נווה שאנן
4000,חיפה,65210993,נווה פז
4000,חיפה,65210994,נווה דוד
4000,חיפה,65210995,נוה יוסף
4000,חיפה,65210996,מרכז הכרמל
4000,חיפה,65210997,אזור תעשיה מפרץ
4000,חיפה,65210998,כרמליה
4000,חיפה,65211025,קריית שמואל
4000,חיפה,65211028,כרמל צרפתי
4000,חיפה,65211029,כרמל מערבי
4000,חיפה,65211030,כבביר
4000,חיפה,65211031,יזרעאליה
4000,חיפה,65211032,חליסה
4000,חיפה,65211065,ורדיה
4000,חיפה,65211066,ואדי סאליב
4000,חיפה,65211067,ואדי ניסנאס
4000,חיפה,65211069,המושבה הגרמנית
4000,חיפה,65211102,הוד הכרמל-דניה
4000,חיפה,65211103,גבעת זמר
4000,חיפה,65211104,בת גלים
4000,חיפה,65211105,אחוזה
4000,חיפה,65211137,הדר
4000,חיפה,65211138,העיר התחתית
4000,חיפה,65211139,העיר התחתית
4000,חיפה,65211140,גבעת דאונס
