cityId,cityName,neighborhoodId,neighborhoodName
3000,ירושלים,65209641,פסגת זאב
3000,ירושלים,65209646,הגבעה הצרפתית - גבעת שפירא
3000,ירושלים,65209649,סנהדריה
3000,ירושלים,65209650,רמת אשכול
3000,ירושלים,65209653,רמת שלמה
3000,ירושלים,65209694,נווה יעקב
3000,ירושלים,65209744,בית חנינא
3000,ירושלים,65209745,רמות
3000,ירושלים,65209746,החבשים
3000,ירושלים,65209747,מחנה יהודה
3000,ירושלים,65209748,קרית הלאום
3000,ירושלים,65209774,קטמונים
3000,ירושלים,65209775,בית הכרם
3000,ירושלים,65209776,רחביה
3000,ירושלים,65209778,בית וגן
3000,ירושלים,65209779,אזור תעשיה גבעת שאול
3000,ירושלים,65209780,קרית היובל
3000,ירושלים,65209781,מנחת-מלחה
3000,ירושלים,65209787,מרכז העיר
3000,ירושלים,65209788,רמות רחל-ארנונה החדשה
3000,ירושלים,65209791,ניות
3000,ירושלים,65209792,גבעת חנניה - אבו תור
3000,ירושלים,65209794,טלביה-קוממויות
3000,ירושלים,65209799,קרית בעלז
3000,ירושלים,65209803,נחלאות
3000,ירושלים,65209804,הרובע היהודי
3000,ירושלים,65209807,עמק רפאים-המושבה הגרמנית
3000,ירושלים,65209808,המושבה היוונית
3000,ירושלים,65209809,תלפיות
3000,ירושלים,65209810,תלפיות מזרח
3000,ירושלים,65209816,גבעת משואה
3000,ירושלים,65209829,קרית משה
3000,ירושלים,65209830,מורשה-מוסררה
3000,ירושלים,65209832,גילה
3000,ירושלים,65209833,ארנונה
3000,ירושלים,65209834,הר נוף
3000,ירושלים,65209835,ערב א סוואחרה
3000,ירושלים,65209836,קרית מנחם
3000,ירושלים,65209837,מקור חיים
3000,ירושלים,65209838,מרכז העיר מזרח
3000,ירושלים,65209839,בית ישראל
3000,ירושלים,65209841,עיר גנים א
3000,ירושלים,65209846,כרם אברהם
3000,ירושלים,65209849,גבעת המטוס
3000,ירושלים,65209854,זכרון משה
3000,ירושלים,65209856,גבעת הורדים-רסקו
3000,ירושלים,65209859,מעלות דפנה
3000,ירושלים,65209860,עזרת תורה
3000,ירושלים,65209861,גבעת מרדכי
3000,ירושלים,65209863,רוממה
3000,ירושלים,65209864,שיכון חב"ד
3000,ירושלים,65209865,תל ארזה
3000,ירושלים,65209866,קטמון הישנה
3000,ירושלים,65209867,שמעון הצדיק
3000,ירושלים,65209869,אזור תעשיה רוממה
3000,ירושלים,65209870,הבוכרים
3000,ירושלים,65209871,רמת שרת
3000,ירושלים,65209872,גאולים-בקעה
3000,ירושלים,65209874,מקור ברוך
3000,ירושלים,65209919,שמואל הנביא
3000,ירושלים,65209927,פת
3000,ירושלים,65209928,קרית שמואל
3000,ירושלים,65209929,הולילנד
3000,ירושלים,65209930,רמת דניה
3000,ירושלים,65209932,גבעת שאול
3000,ירושלים,65209933,בית צפפא
3000,ירושלים,65209970,גבעת המבתר
3000,ירושלים,65209974,המושבה האמריקנית
3000,ירושלים,65209977,מאה שערים
3000,ירושלים,65209978,גאולה
3000,ירושלים,65210031,חומת שמואל-הר חומה
3000,ירושלים,65210032,צפון תלפיות
3000,ירושלים,65210033,תלפיות
