cityId,cityName,neighborhoodId,neighborhoodName
28,מזכרת בתיה,65211075,נאות יצחק רבין
28,מזכרת בתיה,65211076,בר לב
28,מזכרת בתיה,65211077,נאות הראשונים
31,אופקים,65209842,מישור הגפן
31,אופקים,65209844,אזור תעשיה
31,אופקים,65209845,יעקב מסיקה
31,אופקים,65209913,הארזים
31,אופקים,65211063,דדו
31,אופקים,65211064,בן גוריון
31,אופקים,65211092,הרי"ף
31,אופקים,65211093,שפירא
31,אופקים,65211094,קרית מנחם
70,אשדוד,65209648,רובע ד
70,אשדוד,65209662,רובע א
70,אשדוד,65209663,רובע ב
70,אשדוד,65209751,רובע ה
70,אשדוד,65209771,רובע י"א
70,אשדוד,65209801,רובע ו
70,אשדוד,65209802,רובע סיטי
70,אשדוד,65209812,רובע ט"ו
70,אשדוד,65209814,רובע י"ג
70,אשדוד,65209820,רובע מיוחד
70,אשדוד,65209828,רובע י
70,אשדוד,65209831,רובע י"ב
70,אשדוד,65209840,רובע ט
70,אשדוד,65209853,רובע ח
70,אשדוד,65209858,מרינה
70,אשדוד,65209868,רובע ז
70,אשדוד,65209876,רובע ג
70,אשדוד,65209983,רובע י"ז
70,אשדוד,65209984,רובע ט"ז
70,אשדוד,65210013,הקריה מע"ר
70,אשדוד,65210071,בקמה
70,אשדוד,65210072,אזור תעשיה כבדה
70,אשדוד,65210073,אזור תעשיה הצפוני
2610,בית שמש,65209772,נווה ספיר
2610,בית שמש,65209777,גבעת שרת
2610,בית שמש,65209784,קרית אריה שיינפלד
2610,בית שמש,65209795,קרית בן אליעזר
2610,בית שמש,65209796,בית ומנוחה
2610,בית שמש,65209815,קנה הבושם
2610,בית שמש,65209822,גבעת סביון
2610,בית שמש,65210871,אזור תעשיה צפוני
2610,בית שמש,65210872,פסגת השבע
2610,בית שמש,65210873,מרכז העיר
2610,בית שמש,65210875,רמת בית שמש ג
2610,בית שמש,65210876,שז"ר
2610,בית שמש,65210906,רמת בית שמש א
2610,בית שמש,65210908,רמת נריה
2610,בית שמש,65210909,רמת בית שמש ב
1161,רהט,65210393,24
1161,רהט,65210396,38
1161,רהט,65210400,3
1161,רהט,65210406,11
1161,רהט,65210407,12
1161,רהט,65210408,14
1161,רהט,65210409,13
1161,רהט,65210410,אל ג'לאווי 15
1161,רהט,65210411,17
1161,רהט,65210412,20
1161,רהט,65210413,אבו סוהיבאן 21
1161,רהט,65210415,27
