cityId,cityName,neighborhoodId,neighborhoodName,area
2640,ראש העין,65210552,אזור תעשיה ראש העין,אזור תעשייה
2640,ראש העין,65210735,פארק תעשיה אפק,אזור תעשייה
2640,ראש העין,65210553,ראש העין צפון,צפון ראש העין
2640,ראש העין,65210554,רמב"ם,צפון ראש העין
2640,ראש העין,65210555,צה"ל,צפון ראש העין
2640,ראש העין,65210556,שבזי,צפון ראש העין
2640,ראש העין,65210557,אביב,מרכז ראש העין
2640,ראש העין,65210558,הרקפות,מרכז ראש העין
2640,ראש העין,65210559,מצפה אפק,מרכז ראש העין
2640,ראש העין,65210561,גבעת טל,דרום ראש העין
2640,ראש העין,65210562,גבעת הסלעים,דרום ראש העין
2640,ראש העין,65210563,נווה אפק,דרום ראש העין
2640,ראש העין,65210564,פסגות אפק,שכונות חדשות
