cityId,cityName,neighborhoodId,neighborhoodName
6700,טבריה,65210944,דוד רמז
6700,טבריה,65210945,נוה הדר
6700,טבריה,65210946,דון יוסף הנשיא
6700,טבריה,65210947,גאולים(שיכון א
6700,טבריה,65210948,הרמב"ם
6700,טבריה,65210949,העיר העתיקה
6700,טבריה,65210976,אחווה
6700,טבריה,65210977,קריית שמואל
6700,טבריה,65210978,רמת כנרת
6700,טבריה,65210979,קרית משה
6700,טבריה,65210980,רבי עקיבא
6700,טבריה,65210981,מורדות טבריה
6700,טבריה,65210982,פלוס 200
6700,טבריה,65211011,פאר
6700,טבריה,65211012,אזור תעשיה
6700,טבריה,65211013,שיכון ג
6700,טבריה,65211014,רמת אגוז
6700,טבריה,65211015,בן גוריון
