cityId,cityName,neighborhoodId,neighborhoodName
6500,חדרה,65209661,האוצר
6500,חדרה,65209693,גבעת בוסל
6500,חדרה,65209702,שמשון
6500,חדרה,65209723,הזיתים
6500,חדרה,65210254,חפציבה
6500,חדרה,65210255,גבעת אולגה
6500,חדרה,65210256,אזור תעשיה
6500,חדרה,65210257,יצחק
6500,חדרה,65210259,וייצמן
6500,חדרה,65210260,הפועל המזרחי
6500,חדרה,65210261,עין הים
6500,חדרה,65210262,פארק עסקים
6500,חדרה,65210263,גני אלון
6500,חדרה,65210264,בית"ר
6500,חדרה,65210265,רמב"ם
6500,חדרה,65210266,מרכז העיר
6500,חדרה,65210267,גבעת ביל"ו
6500,חדרה,65210268,נחליאל
6500,חדרה,65210269,נווה עובד
6500,חדרה,65210270,אפרים
6500,חדרה,65210271,יוספטל
6500,חדרה,65210272,אחוזת דניה
6500,חדרה,65210273,בית אליעזר
6500,חדרה,65210274,ניסן
6500,חדרה,65210275,הפארק
6500,חדרה,65210276,פאר
6500,חדרה,65210277,שלמה
6500,חדרה,65210278,ביאליק
6500,חדרה,65210279,ברנדייס
6500,חדרה,65210750,נווה חיים
