cityId,cityName,neighborhoodId,neighborhoodName
5000,תל אביב-יפו,65209987,תל ברוך צפון
5000,תל אביב-יפו,65209989,הצפון החדש החלק הצפוני
5000,תל אביב-יפו,65209990,הצפון הישן-החלק הצפוני
5000,תל אביב-יפו,65209991,הצפון החדש סביבת כיכר המדינה
5000,תל אביב-יפו,65209992,הצפון הישן החלק הדרומי
5000,תל אביב-יפו,65209993,הצפון החדש החלק הדרומי
5000,תל אביב-יפו,65209994,לב העיר
5000,תל אביב-יפו,65210014,צוקי אביב
5000,תל אביב-יפו,65210015,רמת אביב ג
5000,תל אביב-יפו,65210017,כוכב הצפון
5000,תל אביב-יפו,65210018,נווה אביבים וסביבתה
5000,תל אביב-יפו,65210019,רמת אביב
5000,תל אביב-יפו,65210021,נופי ים
5000,תל אביב-יפו,65210022,תכנית ל
5000,תל אביב-יפו,65210023,בבלי
5000,תל אביב-יפו,65210025,המשתלה
5000,תל אביב-יפו,65210026,גני צהלה
5000,תל אביב-יפו,65210028,נאות אפקה ב
5000,תל אביב-יפו,65210029,רביבים
5000,תל אביב-יפו,65210030,נאות אפקה א
5000,תל אביב-יפו,65210036,רמת החייל
5000,תל אביב-יפו,65210037,יפו ד (גבעת התמרים
5000,תל אביב-יפו,65210038,נווה דן
5000,תל אביב-יפו,65210039,הדר יוסף
5000,תל אביב-יפו,65210040,מעוז אביב
5000,תל אביב-יפו,65210041,נווה צדק
5000,תל אביב-יפו,65210043,צפון יפו
5000,תל אביב-יפו,65210044,דקר
5000,תל אביב-יפו,65210046,כרם התימנים
5000,תל אביב-יפו,65210047,מונטיפיורי
5000,תל אביב-יפו,65210048,גני שרונה
5000,תל אביב-יפו,65210049,נווה שאנן
5000,תל אביב-יפו,65210050,פלורנטין
5000,תל אביב-יפו,65210051,קרית שלום
5000,תל אביב-יפו,65210052,יפו העתיקה
5000,תל אביב-יפו,65210053,גלילות
5000,תל אביב-יפו,65210054,נחלת יצחק
5000,תל אביב-יפו,65210055,ביצרון
5000,תל אביב-יפו,65210056,תל חיים
5000,תל אביב-יפו,65210057,יד אליהו
5000,תל אביב-יפו,65210058,רמת הטייסים
5000,תל אביב-יפו,65210059,אורות
5000,תל אביב-יפו,65210060,התקווה
5000,תל אביב-יפו,65210061,נוה חן
5000,תל אביב-יפו,65210062,כפר שלם מזרח נווה אליעזר
5000,תל אביב-יפו,65210063,כפר שלם מערב נווה ברבור
5000,תל אביב-יפו,65210064,כפיר
5000,תל אביב-יפו,65210065,ניר אביב
5000,תל אביב-יפו,65210066,הארגזים
5000,תל אביב-יפו,65210067,ליבנה ידידיה
5000,תל אביב-יפו,65210068,יפו ג ונווה גולן
5000,תל אביב-יפו,65210069,עג'מי וגבעת עליה
5000,תל אביב-יפו,65210070,צהלון ושיכוני חיסכון
5000,תל אביב-יפו,65210125,רמת אביב החדשה
5000,תל אביב-יפו,65210126,אזורי חן
5000,תל אביב-יפו,65210137,גבעת הרצל
5000,תל אביב-יפו,65210139,נווה שרת
5000,תל אביב-יפו,65210140,תל כביר/נווה עופר/יפו ב
5000,תל אביב-יפו,65210724,אזור שדה דב
5000,תל אביב-יפו,65210726,צמרות איילון
5000,תל אביב-יפו,65210743,שפירא
