cityId,cityName,neighborhoodId,neighborhoodName
6600,חולון,65210317,גרין
6600,חולון,65210318,קרית בן גוריון
6600,חולון,65210319,נווה ארזים
6600,חולון,65210320,רסקו ג
6600,חולון,65210350,קרית רבין
6600,חולון,65210351,שיכון ותיקים
6600,חולון,65210352,קרית עבודה
6600,חולון,65210353,אזור תעשיה ג
6600,חולון,65210354,נאות שושנים
6600,חולון,65210355,מפדה אזרחי
6600,חולון,65210356,קרית שרת מערב
6600,חולון,65210357,נאות רחל
6600,חולון,65210358,ח-501 - שדרת המגדלים
6600,חולון,65210382,קריית מיכה
6600,חולון,65210383,נאות יהודית
6600,חולון,65210384,רסקו ב
6600,חולון,65210385,אזור תעשיה א
6600,חולון,65210425,רסקו א
6600,חולון,65210426,קריית שרת
6600,חולון,65210427,ג'סי כהן
6600,חולון,65210428,קרית פנחס איילון
6600,חולון,65210429,אגרובנק
6600,חולון,65210430,מולדת - דרום חולון
6600,חולון,65210744,נווה רמז
6600,חולון,65210753,תל גיבורים
