cityId,cityName,neighborhoodId,neighborhoodName
8600,רמת גן,65210661,יד לבנים
8600,רמת גן,65210662,תל גנים
8600,רמת גן,65210663,רמת עמידר
8600,רמת גן,65210664,שיכון המזרחי
8600,רמת גן,65210665,מתחם נגבה
8600,רמת גן,65210666,תל יהודה
8600,רמת גן,65210669,קרית קריניצי
8600,רמת גן,65210670,רמת חן
8600,רמת גן,65210671,הגפן
8600,רמת גן,65210672,רמת שקמה
8600,רמת גן,65210673,תל השומר
8600,רמת גן,65210674,תל בנימין
8600,רמת גן,65210675,מרכז העיר ג
8600,רמת גן,65210676,הראשונים
8600,רמת גן,65210677,מרום נווה
8600,רמת גן,65210678,נחלת גנים
8600,רמת גן,65210679,נווה יהושע
8600,רמת גן,65210680,חרוזים
8600,רמת גן,65210681,רמת אפעל
8600,רמת גן,65210682,כפר אז"ר
8600,רמת גן,65210683,שיכון צנחנים
8600,רמת גן,65210685,אזור הבילוים
8600,רמת גן,65210686,קריית בורוכוב
8600,רמת גן,65210687,מרכז העיר ב
8600,רמת גן,65210688,מרכז העיר א
8600,רמת גן,65210689,ותיקים
8600,רמת גן,65210690,הבורסה
8600,רמת גן,65210748,הלל
