cityId,cityName,neighborhoodId,neighborhoodName,area
1061,נוף הגליל,65210156,אזור תעשיה א,אזור תעשייה
1061,נוף הגליל,65210155,אזור תעשייה ב,אזור תעשייה
1061,נוף הגליל,65210157,מרכז מסחרי - לב העיר,אזור מרכזי ועסקי
1061,נוף הגליל,65209679,בן גוריון,אזור מרכזי ועסקי
1061,נוף הגליל,65210159,שלום,אזור מרכזי ועסקי
1061,נוף הגליל,65209680,צפונית,אזורי מגורים צפוניים
1061,נוף הגליל,65210152,הר יונה,אזורי מגורים צפוניים
1061,נוף הגליל,65210153,כרמים,אזורי מגורים צפוניים
1061,נוף הגליל,65210294,זאב,אזורי מגורים צפוניים
1061,נוף הגליל,65210295,פינת עדן,אזורי מגורים צפוניים
1061,נוף הגליל,65209734,דרומית,אזורי מגורים דרומיים
1061,נוף הגליל,65210154,נוף יזרעאל,אזורי מגורים דרומיים
1061,נוף הגליל,65210160,אשכול,אזורי מגורים דרומיים
1061,נוף הגליל,65210293,ספיר,אזורי מגורים דרומיים
