cityId,cityName,neighborhoodId,neighborhoodName
7400,נתניה,65209683,קריית השרון
7400,נתניה,65209688,רמת יגאל ידין - דורה
7400,נתניה,65209689,אזור תעשיה פנחס ספיר צפון
7400,נתניה,65209703,עיר ימים
7400,נתניה,65209705,קריית נורדאו
7400,נתניה,65209711,עין התכלת
7400,נתניה,65209717,מרכז העיר
7400,נתניה,65209718,נווה איתמר
7400,נתניה,65209724,פרדס הגדוד
7400,נתניה,65209725,קרית צאנז
7400,נתניה,65209726,נאות הרצל
7400,נתניה,65209727,חוף הים והמלונות
7400,נתניה,65209730,נאות גנים - שיכון ותיקים
7400,נתניה,65209735,גבעת האירוסים
7400,נתניה,65209736,רמת אפרים
7400,נתניה,65210190,רמת פולג
7400,נתניה,65210191,נאות גולדה
7400,נתניה,65210192,נאות שקד
7400,נתניה,65210194,נווה אוז
7400,נתניה,65210195,נוף הטיילת
7400,נתניה,65210235,נאות מנחם בגין
7400,נתניה,65210236,נוף גלים
7400,נתניה,65210237,גלי הים
7400,נתניה,65210238,אגמים
7400,נתניה,65210239,אגם 3 - בתכנון
7400,נתניה,65210240,קריית יצחק רבין
7400,נתניה,65210241,משכנות זבולון
7400,נתניה,65210242,רמת חן
7400,נתניה,65210243,מע"ר - מרכז עירוני ראשי
7400,נתניה,65210244,בן ציון
7400,נתניה,65210245,אבו שדיד
7400,נתניה,65210246,גבע
7400,נתניה,65210247,נווה שלום
7400,נתניה,65210248,רסקו
7400,נתניה,65210387,קריית יהלום - פארק תעשיות
7400,נתניה,65210752,מכנס
