cityId,cityName,neighborhoodId,neighborhoodName
7900,פתח תקווה,65210593,כפר גנים ג
7900,פתח תקווה,65210594,כפר גנים ב
7900,פתח תקווה,65210595,שיכון מפ"ם
7900,פתח תקווה,65210596,אחדות
7900,פתח תקווה,65210597,נוה עוז
7900,פתח תקווה,65210598,נווה עוז הירוקה
7900,פתח תקווה,65210739,קרול
7900,פתח תקווה,65210740,עמישב
7900,פתח תקווה,65210777,אזור תעשיה רמת סיב
7900,פתח תקווה,65210778,קריית מטלון
7900,פתח תקווה,65210779,אזור תעשיה קרית אריה
7900,פתח תקווה,65210780,נווה גן
7900,פתח תקווה,65210781,הדר המושבות
7900,פתח תקווה,65210783,הדר המושבות החדשה
7900,פתח תקווה,65210784,נווה מעוז
7900,פתח תקווה,65210785,שיפר
7900,פתח תקווה,65210786,קריית הרב סלומון
7900,פתח תקווה,65210788,שיכון הפועל המזרחי
7900,פתח תקווה,65210821,כפר אברהם
7900,פתח תקווה,65210822,יוספטל
7900,פתח תקווה,65210823,קרית חזני
7900,פתח תקווה,65210825,קריית דוד אלעזר
7900,פתח תקווה,65210826,קרית אליעזר פרי
7900,פתח תקווה,65210827,עין גנים
7900,פתח תקווה,65210828,מחנה יהודה
7900,פתח תקווה,65210829,הדר גנים
7900,פתח תקווה,65210830,שעריה
7900,פתח תקווה,65210831,גני הדר
7900,פתח תקווה,65210860,בר יהודה
7900,פתח תקווה,65210861,רמת ורבר
7900,פתח תקווה,65210862,כפר גנים א
7900,פתח תקווה,65210863,מרכז העיר
7900,פתח תקווה,65210864,עין גנים דרום
