cityId,cityName,neighborhoodId,neighborhoodName,area
6600,חולון,65210317,גרין,צפון חולון
6600,חולון,65210318,קרית בן גוריון,צפון חולון
6600,חולון,65210319,נווה ארזים,צפון חולון
6600,חולון,65210382,קריית מיכה,צפון חולון
6600,חולון,65210744,נווה רמז,צפון חולון
6600,חולון,65210320,רסקו ג,מרכז חולון
6600,חולון,65210350,קרית רבין,מרכז חולון
6600,חולון,65210351,שיכון ותיקים,מרכז חולון
6600,חולון,65210352,קרית עבודה,מרכז חולון
6600,חולון,65210356,קרית שרת מערב,מרכז חולון
6600,חולון,65210426,קריית שרת,מרכז חולון
6600,חולון,65210427,ג'סי כהן,מרכז חולון
6600,חולון,65210357,נאות רחל,מרכז חולון
6600,חולון,65210358,ח-501 - שדרת המגדלים,מרכז חולון
6600,חולון,65210383,נאות יהודית,מרכז חולון
6600,חולון,65210384,רסקו ב,מרכז חולון
6600,חולון,65210425,רסקו א,מרכז חולון
6600,חולון,65210428,קרית פנחס איילון,דרום חולון
6600,חולון,65210429,אגרובנק,דרום חולון
6600,חולון,65210430,מולדת - דרום חולון,דרום חולון
6600,חולון,65210753,תל גיבורים,דרום חולון
6600,חולון,65210354,נאות שושנים,מזרח חולון
6600,חולון,65210355,מפדה אזרחי,מזרח חולון
6600,חולון,65210353,אזור תעשיה ג,אזור תעשיה חולון
6600,חולון,65210385,אזור תעשיה א,אזור תעשיה חולון
