cityId,cityName,neighborhoodId,neighborhoodName,area
1139,כרמיאל,65210292,אזור תעשיה,אזור תעשייה
1139,כרמיאל,65210282,רמת רבין,שכונות דרום ומרכז
1139,כרמיאל,65210225,רמת רבין מערב,שכונות דרום ומרכז
1139,כרמיאל,65210234,גבעת רם,שכונות דרום ומרכז
1139,כרמיאל,65210280,גבעת מכוש,שכונות דרום ומרכז
1139,כרמיאל,65210281,פרסה,שכונות דרום ומרכז
1139,כרמיאל,65210283,האירוסים,שכונות דרום ומרכז
1139,כרמיאל,65210284,הגליל,שכונות דרום ומרכז
1139,כרמיאל,65210285,מערבית,שכונות דרום ומרכז
1139,כרמיאל,65210288,המייסדים,שכונות דרום ומרכז
1139,כרמיאל,65210289,אשכול,שכונות דרום ומרכז
1139,כרמיאל,65210290,הדר,שכונות דרום ומרכז
1139,כרמיאל,65210751,הר כרמי,שכונות דרום ומרכז
1139,כרמיאל,65210226,ארבל-יחיעם,שכונות צפון וצפון-מערב
1139,כרמיאל,65210227,כתף,שכונות צפון וצפון-מערב
1139,כרמיאל,65210228,מגדים,שכונות צפון וצפון-מערב
1139,כרמיאל,65210229,רמייה,שכונות צפון וצפון-מערב
1139,כרמיאל,65210286,שגיא,שכונות צפון וצפון-מערב
1139,כרמיאל,65210287,טנא,שכונות צפון וצפון-מערב
