cityId,cityName,neighborhoodId,neighborhoodName,area
2620,קריית אונו,65209696,המרכז,מרכז ושכונות ותיקות
2620,קריית אונו,65209695,קרית אונו הותיקה,מרכז ושכונות ותיקות
2620,קריית אונו,65209645,גני אילן,מרכז ושכונות ותיקות
2620,קריית אונו,65209753,פרדס ריספלד,שכונות חדשות ופיתוחים
2620,קריית אונו,65209756,קיראון,שכונות חדשות ופיתוחים
2620,קריית אונו,65210532,רימון,שכונות חדשות ופיתוחים
2620,קריית אונו,65210533,עבר הירדן,שכונות חדשות ופיתוחים
2620,קריית אונו,65210534,אונו הירוקה,שכונות חדשות ופיתוחים
2620,קריית אונו,65210535,שיכון רסקו,שכונות חדשות ופיתוחים
2620,קריית אונו,65210536,מגדל המים,שכונות חדשות ופיתוחים
2620,קריית אונו,65210722,פסגת אונו,שכונות חדשות ופיתוחים
