cityId,cityName,neighborhoodId,neighborhoodName,area
6500,חדרה,65210266,מרכז העיר,מרכז העיר
6500,חדרה,65210257,יצחק,מרכז העיר
6500,חדרה,65210265,רמב"ם,מרכז העיר
6500,חדרה,65210264,בית"ר,מרכז העיר
6500,חדרה,65210263,גני אלון,מרכז העיר
6500,חדרה,65210261,עין הים,מרכז העיר
6500,חדרה,65210262,פארק עסקים,מרכז העיר
6500,חדרה,65210260,הפועל המזרחי,מרכז העיר
6500,חדרה,65210267,גבעת ביל"ו,צפון מזרח
6500,חדרה,65210268,נחליאל,צפון מזרח
6500,חדרה,65210269,נווה עובד,צפון מזרח
6500,חדרה,65210270,אפרים,צפון מזרח
6500,חדרה,65210271,יוספטל,צפון מזרח
6500,חדרה,65210272,אחוזת דניה,צפון מזרח
6500,חדרה,65210750,נווה חיים,צפון מזרח
6500,חדרה,65210273,בית אליעזר,דרום מזרח
6500,חדרה,65210274,ניסן,דרום מזרח
6500,חדרה,65210275,הפארק,דרום מזרח
6500,חדרה,65210276,פאר,דרום מזרח
6500,חדרה,65210277,שלמה,דרום מזרח
6500,חדרה,65210278,ביאליק,דרום מזרח
6500,חדרה,65210279,ברנדייס,דרום מזרח
6500,חדרה,65209661,האוצר,מערב
6500,חדרה,65209693,גבעת בוסל,מערב
6500,חדרה,65209702,שמשון,מערב
6500,חדרה,65209723,הזיתים,מערב
6500,חדרה,65210254,חפציבה,אזור תעשיה
6500,חדרה,65210255,גבעת אולגה,אזור תעשיה
6500,חדרה,65210256,אזור תעשיה,אזור תעשיה
6500,חדרה,65210259,וייצמן,אזור תעשיה
