cityId,cityName,neighborhoodId,neighborhoodName,area
6200,בת ים,65209666,צפון-מערב,צפון מערב בת ים
6200,בת ים,65209667,מרכז העיר,מרכז בת ים
6200,בת ים,65209697,רמת הנשיא,מרכז ומזרח בת ים
6200,בת ים,65209768,דרום-מערב,דרום מערב בת ים
6200,בת ים,65209881,רמת יוסף,דרום מזרח בת ים
6200,בת ים,65209893,עמידר,דרום מזרח בת ים
6200,בת ים,65210468,אזור תעשיה,אזור תעשיה בת ים
6200,בת ים,65210514,בית וגן,מרכז ומזרח בת ים
6200,בת ים,65210515,ותיקים,מרכז ומזרח בת ים
6200,בת ים,65210516,מתחם גן העיר,מרכז ומזרח בת ים
