cityId,cityName,neighborhoodId,neighborhoodName,area
2550,גדרה,65210599,גבעת העיריות,שכונות מרכזיות וותיקות
2550,גדרה,65210600,הפועלים,שכונות מרכזיות וותיקות
2550,גדרה,65210601,כפר אוריאל,שכונות מרכזיות וותיקות
2550,גדרה,65210603,עמק הנשר,שכונות מרכזיות וותיקות
2550,גדרה,65211119,המושבה,שכונות מרכזיות וותיקות
2550,גדרה,65211118,המושבה הגרמנית,שכונות מרכזיות וותיקות
2550,גדרה,65211078,קטורה,שכונות חדשות ופיתוחים
2550,גדרה,65211079,נווה משה,שכונות חדשות ופיתוחים
2550,גדרה,65211108,נווה שולמית,שכונות חדשות ופיתוחים
2550,גדרה,65211109,גבעת אביב,שכונות חדשות ופיתוחים
2550,גדרה,65211110,נווה ציון,שכונות חדשות ופיתוחים
2550,גדרה,65211111,נווה שלמה,שכונות חדשות ופיתוחים
2550,גדרה,65211114,גדרה הצעירה,שכונות חדשות ופיתוחים
2550,גדרה,65211115,אחוזת גדרה,שכונות חדשות ופיתוחים
2550,גדרה,65211116,אמירי גן,שכונות חדשות ופיתוחים
2550,גדרה,65211117,נופש,שכונות חדשות ופיתוחים
2550,גדרה,65211112,אזורי גדרה,אזורי תעשייה ועסקים
2550,גדרה,65211113,רשפים,אזורי תעשייה ועסקים
