cityId,cityName,neighborhoodId,neighborhoodName,area
2610,בית שמש,65210873,מרכז העיר,מרכז העיר
2610,בית שמש,65209772,נווה ספיר,מרכז העיר
2610,בית שמש,65209777,גבעת שרת,מרכז העיר
2610,בית שמש,65210872,פסגת השבע,מרכז העיר
2610,בית שמש,65210876,שז"ר,מרכז העיר
2610,בית שמש,65210875,רמת בית שמש ג,שכונות רמת בית שמש
2610,בית שמש,65210906,רמת בית שמש א,שכונות רמת בית שמש
2610,בית שמש,65210909,רמת בית שמש ב,שכונות רמת בית שמש
2610,בית שמש,65209784,קרית אריה שיינפלד,שכונות נוספות ומגורים
2610,בית שמש,65209795,קרית בן אליעזר,שכונות נוספות ומגורים
2610,בית שמש,65209796,בית ומנוחה,שכונות נוספות ומגורים
2610,בית שמש,65209815,קנה הבושם,שכונות נוספות ומגורים
2610,בית שמש,65209822,גבעת סביון,שכונות נוספות ומגורים
2610,בית שמש,65210908,רמת נריה,שכונות נוספות ומגורים
2610,בית שמש,65210871,אזור תעשיה צפוני,אזור תעשייה
